num_in_team,player_name,games_played,games_started,minutes_played,points,two_point_percentage,three_point_percentage,free_throw_percentage,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,turnover,blocks,blocks_against,fouls_commited,fouls_received,performance_index_rating,Team
14,TARIK BLACK,8,0,11:21,3.9,61.1%,0%,60%,1.1,2.2,3.4,0.4,0.1,1.0,0.0,0.2,2.5,1.8,4.1,LDLC ASVEL Villeurbanne
15,YOHANN SISSOKO,1,0,5:33,0.0,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,-4.0,LDLC ASVEL Villeurbanne
16,MBIYA PAUL,2,0,2:03,0.0,0%,0%,0%,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,LDLC ASVEL Villeurbanne
,Team,,,,0.0,0%,0%,0%,1.4,1.1,2.5,0.0,0.0,0.7,0.0,0.0,0.0,0.0,1.8,LDLC ASVEL Villeurbanne
,Totals,,,,788,192/378,85/224,149/193,103,230,333,158,60,130,24,31,206,198,825,LDLC ASVEL Villeurbanne
,Average,,,,78.8,50.8%,37.9%,77.2%,10.3,23.0,33.3,15.8,6.0,13.0,2.4,3.1,20.6,19.8,82.5,LDLC ASVEL Villeurbanne
1,JAYLEN HOARD,10,8,31:05,13.7,59.2%,35.7%,82.1%,1.4,4.2,5.6,1.0,1.1,0.4,0.1,0.4,2.0,2.7,16.7,Maccabi Playtika Tel Aviv
2,JORDAN LOYD,2,2,27:34,15.5,62.5%,28.6%,100%,0.5,2.0,2.5,1.5,0.5,1.0,0.0,0.0,3.0,4.0,14.5,Maccabi Playtika Tel Aviv
3,SABEN LEE,8,1,19:21,12.0,47.6%,31.6%,76%,0.4,1.8,2.1,2.5,1.2,2.2,0.0,0.8,1.4,4.6,12.2,Maccabi Playtika Tel Aviv
4,ALPHA KABA,4,0,1:57,0.2,0%,0%,50%,0.2,0.5,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,Maccabi Playtika Tel Aviv
5,RAFI MENCO,5,1,3:37,1.4,66.7%,33.3%,0%,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.6,Maccabi Playtika Tel Aviv
6,ROMAN SORKIN,10,6,22:42,10.3,50%,32.3%,79.2%,1.6,2.0,3.6,0.7,0.7,1.9,0.6,0.5,2.8,1.6,7.0,Maccabi Playtika Tel Aviv
7,OMER MAYER,1,0,18:00,3.0,0%,100%,0%,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,1.0,-2.0,Maccabi Playtika Tel Aviv
8,WILLIAM RAYMAN,10,2,10:50,1.8,38.5%,50%,50%,1.3,1.6,2.9,0.0,0.2,0.0,0.2,0.3,2.2,0.8,2.2,Maccabi Playtika Tel Aviv
9,JOHN DIBARTOLOMEO,9,3,16:45,2.9,0%,25.8%,100%,0.6,0.3,0.9,0.6,0.7,0.3,0.0,0.0,2.3,1.9,0.8,Maccabi Playtika Tel Aviv
10,JASIEL RIVERO,8,4,23:48,11.4,65.5%,40%,65%,2.5,3.2,5.8,1.8,1.0,1.1,0.5,0.6,2.2,3.5,16.2,Maccabi Playtika Tel Aviv
11,JAKE COHEN,7,0,7:35,2.1,42.9%,20%,100%,0.7,0.7,1.4,0.3,0.3,0.1,0.0,0.1,1.0,0.6,2.3,Maccabi Playtika Tel Aviv
12,LEVI RANDOLPH,10,10,30:02,12.1,50.6%,50%,76.5%,1.4,3.0,4.4,1.4,0.3,1.2,0.0,0.1,2.3,1.7,11.1,Maccabi Playtika Tel Aviv
13,ROKAS JOKUBAITIS,7,5,23:14,10.0,51.2%,31.6%,72.7%,0.9,1.7,2.6,4.9,1.0,2.6,0.1,0.1,1.7,2.4,11.3,Maccabi Playtika Tel Aviv
14,WENYEN GABRIEL,3,2,14:27,5.7,53.3%,0%,33.3%,1.7,2.7,4.3,1.0,1.0,2.3,1.0,0.3,3.3,1.3,4.3,Maccabi Playtika Tel Aviv
15,TAMIR BLATT,6,6,26:48,11.5,50%,45.2%,100%,0.5,2.2,2.7,8.7,0.2,3.3,0.0,0.3,1.5,3.2,16.8,Maccabi Playtika Tel Aviv
16,DAVID DE JULIUS,3,0,12:36,4.7,57.1%,33.3%,0%,0.7,0.3,1.0,0.7,0.3,0.0,0.0,0.0,2.0,0.7,3.0,Maccabi Playtika Tel Aviv
,Team,,,,0.0,0%,0%,0%,1.6,1.7,3.3,0.0,0.0,0.9,0.0,0.0,0.0,0.0,2.4,Maccabi Playtika Tel Aviv
,Totals,,,,819,229/433,70/199,151/194,126,216,342,167,63,125,17,30,201,206,882,Maccabi Playtika Tel Aviv
,Average,,,,81.9,52.9%,35.2%,77.8%,12.6,21.6,34.2,16.7,6.3,12.5,1.7,3.0,20.1,20.6,88.2,Maccabi Playtika Tel Aviv
1,THOMAS WALKUP,10,9,22:31,4.3,41.2%,36.4%,100%,0.3,2.3,2.6,5.6,1.3,1.7,0.3,0.2,3.0,2.1,8.9,Olympiacos Piraeus
2,NIGEL WILLIAMS-GOSS,7,1,17:03,6.0,42.9%,23.1%,81.8%,0.6,1.7,2.3,2.0,0.4,1.9,0.0,0.0,2.1,1.7,4.4,Olympiacos Piraeus
3,MOSES WRIGHT,10,2,13:50,5.2,47.4%,16.7%,59.1%,0.5,2.0,2.5,0.5,0.7,1.0,0.3,0.2,1.7,1.7,4.6,Olympiacos Piraeus
4,GIANNOULIS LARENTZAKIS,1,0,1:45,0.0,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,Olympiacos Piraeus
5,LUCA VILDOZA,10,3,16:54,5.2,61.5%,40.7%,75%,0.1,1.9,2.0,2.7,0.8,0.7,0.0,0.0,1.5,0.7,7.0,Olympiacos Piraeus
6,MOUSTAPHA FALL,9,6,13:35,4.9,81%,0%,62.5%,0.6,1.1,1.7,2.2,0.2,0.9,0.4,0.1,2.7,1.6,6.2,Olympiacos Piraeus
7,SASHA VEZENKOV,10,10,27:40,18.5,63.5%,35.3%,88.7%,1.8,4.1,5.9,1.7,0.8,0.8,0.3,0.4,1.2,3.7,22.9,Olympiacos Piraeus
8,KOSTAS PAPANIKOLAOU,10,6,15:41,4.4,58.3%,39.1%,60%,0.5,1.4,1.9,1.9,0.4,0.3,0.2,0.0,1.5,1.0,5.9,Olympiacos Piraeus
9,TYLER DORSEY,9,1,12:29,5.1,46.7%,34.8%,66.7%,0.1,0.9,1.0,1.4,0.3,1.1,0.1,0.1,1.0,1.8,4.6,Olympiacos Piraeus
10,ALEC PETERS,10,0,14:14,4.8,40.9%,57.1%,100%,0.5,1.2,1.7,0.5,0.1,0.1,0.1,0.3,1.4,0.5,4.0,Olympiacos Piraeus
11,FILIP PETRUSEV,4,0,10:52,5.0,40%,0%,72.7%,1.0,1.5,2.5,0.5,0.0,1.5,0.0,0.2,2.5,1.8,1.8,Olympiacos Piraeus
12,NIKOLA MILUTINOV,5,2,18:59,10.0,60%,0%,82.4%,4.0,2.8,6.8,0.8,0.6,0.4,0.8,0.2,1.0,3.2,17.6,Olympiacos Piraeus
13,SHAQUIELLE MCKISSIC,10,0,16:05,9.3,61.5%,40%,73.5%,0.6,2.4,3.0,1.8,0.3,0.9,0.0,0.3,0.9,2.1,10.7,Olympiacos Piraeus
14,EVAN FOURNIER,10,10,23:37,14.0,51.9%,40%,80%,0.8,1.4,2.2,1.3,0.9,1.7,0.2,0.3,1.8,2.3,10.8,Olympiacos Piraeus
,Team,,,,0.0,0%,0%,0%,1.9,1.5,3.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,2.8,Olympiacos Piraeus
,Totals,,,,859,199/363,94/251,179/230,104,232,336,213,64,117,23,21,193,206,998,Olympiacos Piraeus
,Average,,,,85.9,54.8%,37.5%,77.8%,10.4,23.2,33.6,21.3,6.4,11.7,2.3,2.1,19.3,20.6,99.8,Olympiacos Piraeus
1,PANAGIOTIS KALAITZAKIS,7,0,4:13,0.7,50%,0%,60%,0.0,0.3,0.3,0.1,0.4,0.0,0.0,0.0,0.6,0.6,0.7,Panathinaikos AKTOR Athens
2,LORENZO BROWN,9,5,17:05,8.3,54.1%,35%,77.8%,0.6,1.7,2.2,3.4,0.9,1.6,0.1,0.0,1.2,1.7,10.1,Panathinaikos AKTOR Athens
3,KOSTAS SLOUKAS,10,1,19:50,6.9,50%,39.4%,92.3%,0.0,1.6,1.6,4.5,0.5,1.6,0.0,0.1,1.3,2.6,10.1,Panathinaikos AKTOR Athens
4,CEDI OSMAN,10,4,14:58,5.8,40%,45.8%,90%,0.3,1.8,2.1,0.7,0.5,0.7,0.2,0.2,2.1,1.2,4.9,Panathinaikos AKTOR Athens
5,IOANNIS PAPAPETROU,8,3,14:19,4.5,58.8%,36.4%,57.1%,0.4,1.4,1.8,0.2,0.8,0.5,0.1,0.0,1.2,0.9,4.4,Panathinaikos AKTOR Athens
6,JERIAN GRANT,10,5,25:10,8.0,52.9%,40.9%,81%,0.3,1.4,1.7,3.2,1.3,0.7,0.1,0.0,2.0,2.3,10.6,Panathinaikos AKTOR Athens
7,KENDRICK NUNN,10,10,29:17,17.5,53.2%,40.7%,81.8%,0.3,3.3,3.6,3.5,1.2,2.5,0.4,0.7,2.6,4.1,17.1,Panathinaikos AKTOR Athens
8,MATHIAS LESSORT,10,9,26:22,14.2,78.9%,0%,56.6%,2.7,4.2,6.9,1.3,1.1,2.0,0.8,0.1,2.2,4.2,20.2,Panathinaikos AKTOR Athens
9,KOSTAS ANTETOKOUNMPO,1,0,4:39,3.0,100%,0%,50%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,Panathinaikos AKTOR Athens
10,MARIUS GRIGONIS,4,2,11:27,3.0,50%,25%,100%,0.2,0.5,0.8,1.0,0.0,0.8,0.2,0.0,0.5,1.0,2.8,Panathinaikos AKTOR Athens
11,JUANCHO HERNANGOMEZ,10,4,25:35,10.4,63.4%,54.8%,20%,1.4,3.6,5.0,1.5,1.1,0.5,0.2,0.1,0.8,1.6,15.1,Panathinaikos AKTOR Athens
12,KONSTANTINOS MITOGLOU,9,6,13:45,4.1,52.4%,57.1%,50%,0.9,1.6,2.4,0.2,0.7,0.7,0.2,0.0,1.6,0.6,4.2,Panathinaikos AKTOR Athens
13,OMER YURTSEVEN,10,1,11:30,6.9,59.1%,33.3%,70%,1.4,1.7,3.1,0.4,0.1,1.0,0.7,0.3,1.4,1.6,7.5,Panathinaikos AKTOR Athens
,Team,,,,0.0,0%,0%,0%,1.6,3.1,4.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.2,Panathinaikos AKTOR Athens
,Totals,,,,865,229/387,90/218,137/195,97,251,348,191,81,122,30,15,165,212,1081,Panathinaikos AKTOR Athens
,Average,,,,86.5,59.2%,41.3%,70.3%,9.7,25.1,34.8,19.1,8.1,12.2,3.0,1.5,16.5,21.2,108.1,Panathinaikos AKTOR Athens
1,TJ SHORTS,10,10,27:37,17.7,52.6%,26.3%,64.5%,0.3,2.2,2.5,7.5,1.0,2.2,0.1,0.4,2.5,7.1,21.7,Paris Basketball
2,COLLIN MALCOLM,10,0,19:45,9.9,62.5%,41.4%,68.4%,0.4,1.4,1.8,1.1,0.4,0.7,0.2,0.2,1.3,1.8,9.2,Paris Basketball
3,NADIR HIFI,10,0,17:51,13.5,56.1%,31.9%,83.3%,0.3,1.8,2.1,1.0,0.7,1.0,0.0,0.0,1.9,1.8,9.1,Paris Basketball
4,TYSON WARD,10,10,26:41,11.4,53.5%,35.2%,68.8%,1.0,3.6,4.6,1.1,0.8,0.9,0.2,0.3,2.5,2.0,10.4,Paris Basketball
5,LEOPOLD CAVALIERE,10,0,10:03,2.3,61.5%,0%,77.8%,0.5,0.9,1.4,0.5,0.4,0.4,0.0,0.1,1.9,1.0,2.5,Paris Basketball
6,BANDJA SY,8,0,13:37,3.2,50%,33.3%,80%,1.2,2.0,3.2,0.5,0.2,0.6,0.1,0.1,1.9,1.0,4.0,Paris Basketball
7,SEBASTIAN HERRERA,3,0,7:30,2.0,0%,50%,75%,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.7,0.7,0.7,Paris Basketball
8,LEON KRATZER,7,0,11:08,1.3,37.5%,0%,60%,1.1,1.6,2.7,0.1,0.6,1.1,0.1,0.0,2.7,1.0,1.0,Paris Basketball
9,MAODO LO,8,0,15:45,8.1,50%,40%,71.4%,0.2,1.2,1.5,1.5,0.5,1.4,0.0,0.5,1.2,0.6,5.1,Paris Basketball
10,KEVARRIUS HAYES,10,10,20:11,6.5,58.1%,0%,83.3%,2.2,2.6,4.8,0.5,1.2,0.8,0.9,0.2,3.0,1.5,9.3,Paris Basketball
11,ENZO SHAHRVIN,3,0,8:52,1.3,100%,0%,0%,2.0,1.3,3.3,0.7,0.0,1.0,0.7,0.0,1.3,1.0,4.0,Paris Basketball
12,MIKAEL JANTUNEN,10,10,26:46,8.6,55.6%,41.5%,83.3%,2.3,3.5,5.8,1.8,0.9,0.5,0.2,0.4,2.0,1.9,12.8,Paris Basketball
13,YAKUBA OUATTARA,10,10,14:50,3.9,45%,17.2%,100%,0.7,1.5,2.2,0.3,0.6,0.7,0.1,0.1,1.4,0.4,1.8,Paris Basketball
,Team,,,,0.0,0%,0%,0%,1.9,1.7,3.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,3.2,Paris Basketball
,Totals,,,,848,206/380,98/288,142/195,122,233,355,157,71,103,21,23,215,200,894,Paris Basketball
,Average,,,,84.8,54.2%,34%,72.8%,12.2,23.3,35.5,15.7,7.1,10.3,2.1,2.3,21.5,20.0,89.4,Paris Basketball
1,BRANDON DAVIES,10,6,18:33,8.3,55.3%,40%,61.9%,0.7,2.1,2.8,2.0,0.5,1.7,0.2,0.3,2.6,3.2,8.6,Partizan Mozzart Bet Belgrade
2,IFFE LUNDBERG,10,7,22:25,8.0,31.6%,36.8%,77.8%,0.7,1.7,2.4,2.2,1.1,1.1,0.0,0.4,2.0,2.1,6.9,Partizan Mozzart Bet Belgrade
3,CARLIK JONES,10,2,23:36,12.0,51.5%,30.8%,92.9%,0.5,2.5,3.0,4.1,0.5,1.9,0.3,0.8,1.6,3.7,14.0,Partizan Mozzart Bet Belgrade
4,FRANK NTILIKINA,9,3,22:40,8.1,61.9%,43.8%,100%,0.1,1.1,1.2,1.8,0.4,0.8,0.0,0.0,2.4,0.7,6.1,Partizan Mozzart Bet Belgrade
5,DUANE WASHINGTON,5,0,9:42,2.8,25%,18.2%,80%,0.0,1.0,1.0,1.0,0.4,0.4,0.0,0.0,0.6,1.2,2.2,Partizan Mozzart Bet Belgrade
6,BALSA KOPRIVICA,2,1,6:52,0.0,0%,0%,0%,0.0,1.5,1.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,Partizan Mozzart Bet Belgrade
7,MARIO NAKIC,6,1,8:11,2.8,60%,42.9%,100%,0.7,0.7,1.3,0.0,0.3,0.3,0.2,0.0,1.0,0.8,3.2,Partizan Mozzart Bet Belgrade
8,MITAR BOSNJAKOVIC,2,2,14:34,4.0,66.7%,0%,0%,1.5,0.5,2.0,1.5,1.0,0.0,0.0,0.5,2.0,0.0,3.0,Partizan Mozzart Bet Belgrade
9,VANJA MARINKOVIC,8,5,22:00,7.8,66.7%,39.1%,77.8%,0.5,1.2,1.8,1.5,0.5,1.4,0.1,0.0,2.2,1.0,6.1,Partizan Mozzart Bet Belgrade
10,ALEKSEJ POKUSEVSKI,9,2,13:13,4.6,56.2%,31.6%,62.5%,1.0,1.3,2.3,0.9,0.8,0.3,1.1,0.0,2.1,0.9,5.6,Partizan Mozzart Bet Belgrade
11,STERLING BROWN,10,8,22:16,10.6,53.8%,43.2%,88.9%,0.5,2.3,2.8,1.4,0.6,1.3,0.3,0.5,2.2,1.4,9.0,Partizan Mozzart Bet Belgrade
12,ISAAC BONGA,10,9,23:53,7.3,40%,44.1%,100%,1.3,2.7,4.0,1.8,0.5,0.9,0.2,0.3,2.3,1.2,8.4,Partizan Mozzart Bet Belgrade
13,ISIAHA MIKE,2,0,9:21,0.0,0%,0%,0%,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.5,0.5,-2.5,Partizan Mozzart Bet Belgrade
14,TYRIQUE JONES,10,4,23:22,11.4,55.6%,0%,68%,2.9,2.8,5.7,0.8,1.1,1.5,0.5,0.4,2.1,4.2,14.9,Partizan Mozzart Bet Belgrade
,Team,,,,0.0,0%,0%,0%,1.8,1.6,3.4,0.0,0.0,1.1,0.0,0.0,0.0,0.0,2.3,Partizan Mozzart Bet Belgrade
,Totals,,,,791,187/362,93/250,138/178,105,204,309,168,64,120,28,29,205,192,826,Partizan Mozzart Bet Belgrade
,Average,,,,79.1,51.7%,37.2%,77.5%,10.5,20.4,30.9,16.8,6.4,12.0,2.8,2.9,20.5,19.2,82.6,Partizan Mozzart Bet Belgrade
1,DECLAN DURU,1,0,0:57,0.0,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,Real Madrid
2,ALBERTO ABALDE,10,7,15:46,6.1,59.1%,43.5%,83.3%,0.1,1.5,1.6,1.0,0.1,0.5,0.0,0.1,1.5,0.6,5.0,Real Madrid
3,FACUNDO CAMPAZZO,9,7,27:17,13.7,57.9%,35.7%,97.1%,0.6,3.0,3.6,7.2,1.0,2.0,0.0,0.3,2.3,5.1,21.0,Real Madrid
4,XAVIER RATHAN-MAYES,9,0,14:43,7.3,64.7%,38.2%,45.5%,0.0,1.2,1.2,1.9,0.9,1.6,0.1,0.0,1.4,2.1,6.9,Real Madrid
5,HUGO GONZALEZ,7,0,6:06,0.6,40%,0%,0%,0.3,0.6,0.9,0.4,0.0,0.6,0.1,0.1,1.4,0.1,-1.0,Real Madrid
6,MARIO HEZONJA,9,7,27:49,12.9,45.1%,29%,100%,0.6,4.1,4.7,2.4,0.8,1.3,0.1,0.4,1.2,1.9,11.8,Real Madrid
7,DZANAN MUSA,6,5,23:51,13.8,46.9%,41.4%,85%,0.5,1.7,2.2,2.2,0.0,1.3,0.3,0.3,1.3,2.5,11.8,Real Madrid
8,GABRIEL DECK,10,2,26:05,9.9,71.7%,28.6%,78.9%,1.0,2.5,3.5,1.1,0.5,0.9,0.3,0.2,2.0,1.6,10.6,Real Madrid
9,SIDI GUEYE,3,0,1:35,0.7,0%,0%,100%,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.3,0.3,Real Madrid
10,USMAN GARUBA,1,0,4:38,2.0,100%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-1.0,Real Madrid
11,SERGE IBAKA,9,1,13:07,7.9,67.6%,35.3%,77.8%,1.6,2.8,4.3,0.7,0.1,1.1,0.7,0.0,2.3,1.0,8.6,Real Madrid
12,WALTER TAVARES,10,9,25:43,9.9,78.6%,0%,61.1%,3.0,4.9,7.9,0.8,0.9,2.3,1.6,0.1,2.8,2.9,16.9,Real Madrid
13,SERGIO LLULL,10,2,18:09,5.2,57.1%,26%,71.4%,0.2,1.4,1.6,2.9,0.7,0.4,0.0,0.0,1.9,1.7,5.6,Real Madrid
14,ANDRES FELIZ,3,1,6:04,0.7,50%,0%,0%,0.0,0.0,0.0,1.0,0.3,1.0,0.0,0.0,0.7,0.3,0.0,Real Madrid
15,ELI NDIAYE,10,9,18:08,4.4,61.1%,27.3%,50%,1.1,2.3,3.4,0.7,0.5,0.5,0.2,0.0,2.1,0.8,4.7,Real Madrid
,Team,,,,0.0,0%,0%,0%,1.2,1.7,2.9,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.4,Real Madrid
,Totals,,,,824,203/330,99/305,121/151,95,257,352,194,53,121,32,15,193,185,948,Real Madrid
,Average,,,,82.4,61.5%,32.5%,80.1%,9.5,25.7,35.2,19.4,5.3,12.1,3.2,1.5,19.3,18.5,94.8,Real Madrid
1,ISAIA CORDINIER,10,10,28:53,14.0,61.2%,30%,81.6%,1.6,3.1,4.7,4.6,0.6,2.2,0.1,0.3,3.1,3.1,16.1,Virtus Segafredo Bologna
2,MARCO BELINELLI,10,0,15:09,6.7,52.2%,36.7%,76.9%,0.1,0.4,0.5,0.5,0.4,0.6,0.1,0.1,1.7,1.0,3.5,Virtus Segafredo Bologna
3,ALESSANDRO PAJOLA,7,5,22:27,6.4,66.7%,36%,75%,0.6,0.9,1.4,3.1,0.7,0.7,0.0,0.3,3.1,1.3,5.9,Virtus Segafredo Bologna
4,WILL CLYBURN,10,10,27:32,11.2,46.6%,33.3%,88.9%,0.7,3.0,3.7,2.0,0.8,1.2,0.2,0.2,1.8,2.6,11.2,Virtus Segafredo Bologna
5,TORNIKE SHENGELIA,10,10,29:48,15.6,45.1%,43.3%,82.7%,1.3,3.9,5.2,2.3,0.5,2.9,0.4,0.3,2.7,5.0,16.0,Virtus Segafredo Bologna
6,DANIEL HACKETT,8,2,12:42,1.6,0%,33.3%,100%,0.0,1.1,1.1,1.0,0.1,0.5,0.0,0.0,1.6,1.0,1.6,Virtus Segafredo Bologna
7,ANDREJS GRAZULIS,3,0,2:48,0.0,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.3,Virtus Segafredo Bologna
8,MATTHEW MORGAN,10,2,16:43,7.0,53.8%,36.1%,89.5%,0.1,1.4,1.5,2.8,0.3,1.3,0.0,0.2,1.8,1.7,6.9,Virtus Segafredo Bologna
9,ACHILLE POLONARA,10,0,15:28,4.1,50%,29.4%,66.7%,0.8,1.5,2.3,1.1,0.4,0.1,0.8,0.1,1.3,1.4,6.1,Virtus Segafredo Bologna
10,MOUHAMET DIOUF,10,5,16:54,6.9,61.5%,0%,75%,1.4,1.8,3.2,0.3,0.6,0.7,0.2,0.2,2.7,2.3,7.7,Virtus Segafredo Bologna
11,ANTE ZIZIC,9,5,16:18,6.1,54.5%,0%,63.6%,1.6,2.2,3.8,0.1,0.6,0.6,0.8,0.7,1.2,1.7,7.9,Virtus Segafredo Bologna
12,NICOLA AKELE,3,0,0:37,0.0,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,-0.7,Virtus Segafredo Bologna
13,RAYJON TUCKER,9,1,8:46,3.1,53.8%,22.2%,100%,0.2,0.6,0.8,0.2,0.3,0.7,0.0,0.1,1.1,1.0,2.1,Virtus Segafredo Bologna
,Team,,,,0.0,0%,0%,0%,1.6,1.9,3.5,0.0,0.0,0.6,0.0,0.0,0.0,0.0,2.9,Virtus Segafredo Bologna
,Totals,,,,796,195/372,79/228,169/208,96,210,306,169,50,116,25,23,212,212,842,Virtus Segafredo Bologna
,Average,,,,79.6,52.4%,34.6%,81.2%,9.6,21.0,30.6,16.9,5.0,11.6,2.5,2.3,21.2,21.2,84.2,Virtus Segafredo Bologna
1,MANTAS JUZENAS,1,0,0:41,0.0,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,Zalgiris Kaunas
2,TYRONE WALLACE,2,2,11:10,4.0,44.4%,0%,0%,0.0,1.5,1.5,1.0,0.5,3.0,0.0,0.5,1.5,1.5,0.0,Zalgiris Kaunas
3,LONNIE WALKER IV,3,3,17:39,9.0,25%,33.3%,71.4%,0.3,1.7,2.0,0.7,1.7,1.7,0.3,0.7,1.0,2.0,4.0,Zalgiris Kaunas
4,SYLVAIN FRANCISCO,10,0,22:43,12.3,42.5%,27.6%,67.2%,0.4,1.4,1.8,4.9,1.3,2.9,0.0,0.2,1.8,5.8,12.7,Zalgiris Kaunas
5,LUKAS LEKAVICIUS,7,0,7:27,2.7,9.1%,45.5%,100%,0.0,0.3,0.3,0.3,0.1,0.7,0.0,0.0,0.9,0.3,-0.1,Zalgiris Kaunas
6,IGNAS BRAZDEIKIS,9,7,14:49,7.6,55.8%,20%,88.9%,0.6,2.3,2.9,1.0,0.8,1.0,0.1,0.3,2.0,1.1,6.1,Zalgiris Kaunas
7,DOVYDAS GIEDRAITIS,10,10,26:22,9.2,55.3%,51.7%,71.4%,0.8,1.0,1.8,1.9,0.7,0.8,0.1,0.4,1.8,1.0,8.4,Zalgiris Kaunas
8,LAURYNAS BIRUTIS,10,3,11:44,6.0,66.7%,0%,57.1%,1.3,1.8,3.1,0.1,0.0,0.5,0.3,0.0,2.4,1.9,6.4,Zalgiris Kaunas
9,ALEN SMAILAGIC,7,0,11:46,7.4,83.3%,29.4%,53.8%,1.0,2.1,3.1,0.3,0.3,0.6,0.4,0.1,1.4,1.4,7.9,Zalgiris Kaunas
10,MATTHEW MITCHELL,10,4,21:01,4.8,44.7%,5.9%,68.8%,1.3,2.0,3.3,0.8,0.5,1.1,0.1,0.6,2.4,2.3,3.5,Zalgiris Kaunas
11,BRYANT DUNSTON,10,7,16:48,3.3,46.9%,0%,60%,2.1,2.0,4.1,0.6,0.4,0.9,0.3,0.0,2.7,0.9,4.1,Zalgiris Kaunas
12,BRADY MANEK,7,4,7:11,2.6,40%,25%,50%,0.1,0.9,1.0,0.3,0.3,0.0,0.0,0.0,0.9,0.7,1.6,Zalgiris Kaunas
13,ARNAS BUTKEVICIUS,10,3,23:11,5.1,58.8%,31.6%,72.2%,1.4,3.5,4.9,1.1,1.3,0.6,0.1,0.0,3.0,1.9,8.3,Zalgiris Kaunas
14,DEIVIDAS SIRVYDIS,10,2,15:16,7.6,40%,37.2%,76.2%,0.4,1.6,2.0,1.1,0.5,1.1,0.0,0.1,1.5,1.6,6.0,Zalgiris Kaunas
15,EDGARAS ULANOVAS,10,5,23:26,6.6,54.2%,33.3%,80%,1.0,2.2,3.2,1.7,0.7,1.1,0.0,0.1,2.9,3.1,8.1,Zalgiris Kaunas
,Team,,,,0.0,0%,0%,0%,2.1,2.2,4.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.8,Zalgiris Kaunas
,Totals,,,,741,174/346,84/268,141/204,122,229,351,141,72,124,14,21,232,221,744,Zalgiris Kaunas
,Average,,,,74.1,50.3%,31.3%,69.1%,12.2,22.9,35.1,14.1,7.2,12.4,1.4,2.1,23.2,22.1,74.4,Zalgiris Kaunas
